"tweet id","username","text"
"1.0968144799402E+18","paulocruzphi","@ezfegundo Meu caro, e o que isso tem que ver com o fato do sujeito manipular ideologicamente o fenótipo de Marighella, fazendo-o mais preto do que era para encaixar nisso uma narrativa absurda? Wagner Moura mente, é tão simples quanto isso. E o faz com a anuência de uma militância vendida."
"1.0967664288276E+18","paulocruzphi","@ezfegundo @RegisGalo_13 É anacrônica porque, se hoje dizemos que o Brasil é um país de maioria negra, a tese do branqueamento virou tese do escurecimento. Não é você que está dizendo que Marighella era negro? Pois é, então.
Não, é uma questão de localização geográfica."
"1.0967478407879E+18","paulocruzphi","@ezfegundo @RegisGalo_13 O que isso tem que ver com o filme? Marighella não era “preto e pobre”, era um guerrilheiro mestiço. Não deve ter sofrido 1/10 do racismo que sofrem os pretos. Essa mistificação suja, de transformá-lo em herói negro é ridícula; como se o negro não tivesse representantes melhores."
"1.0967468035449E+18","paulocruzphi","A há negros aplaudindo essa vigarice. Marighella foi vítima de suas escolhas. Pensou que luta armada e a violência trariam o comunismo, sistema de paz e igualdade. Errou da concepção à execução. Morreu. Não tem nada que ver com negros e racismo."
"1.0967463128197E+18","paulocruzphi","“Revolução dos negros” (?!); “O Estado brasileiro é racista” (?!); “Marighella, um homem negro [...] foi assassinado pelo Estado”.
É a essa mistificação canalha que Wagner Moura está submetendo os negros do BR em Berlim. De novo, a esquerda nos usando para atingir seus objetivos."
"1.0967378125635E+18","paulocruzphi","@ezfegundo @RegisGalo_13 Mas onde eu disse que sou vítima? Marighella foi vítima, sim, mas de suas escolhas. Ele não quis “superar a condição de exploração da negritude”, ele pensava que luta armada e a violência trariam o comunismo, sistema de paz e igualdade. Errou da concepção à execução. Morreu."
"1.0966392795378E+18","paulocruzphi","@ezfegundo @RegisGalo_13 Mas a questão aqui não é de descendência, mas de fenótipo. Marighella passaria tranquilamente por branco se necessário fosse. No tribunal racial das cotas universitárias, seria reprovado. Sua negritude é um instrumento ideológico de vitimização; quanto + preto, + cara de vítima."
"1.0949577801743E+18","paulocruzphi","@LuisWaggner Marighella era criminoso. Verdade;
Marighella era de cor diferente de Seu Jorge. Verdade;
Marighella passaria por branco — como sempre passou até ser transformado ideologicamente em negro. Verdade.
Marighella e sua luta não eram contra o racismo. Verdade.
Onde está o problema?"
"1.0949360620473E+18","paulocruzphi","@RBrandao5 @JaksSimao Marighella era mestiço, não era preto retinto — uso a mesma lógica que usaram para impedir que Fabiana Cozza interpretasse D. Ivone Lara. Ele seria convenientemente branco caso não fosse de interesse ideológico que fosse negro. Eu, como preto retinto, tenho o direito de reclamar."
"1.0949306628832E+18","paulocruzphi","@emetpedro Dane-se o contexto. A conveniência é o que importa. Caso Marighella tivesse sido um policial torturador, seria tratado como branco. https://t.co/3eWaqjseSf"
